number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,Result,Manual Observation,Capture Status,Capture Observation
KA09HL3136,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HL3136_1763522671646.jpg,KA09HD4713,,pillion_not_wearing_helmet (0.63),,,Violation detected,Correct Detection,"Rider wearing helmet, pillion not wearing helmet",None,
KA09HS5224,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HS5224_1763522389808.jpg,A09HS5024,,,,triple_riding (0.55),Violation detected,Incomplete,"Triple riding, Incomplete number plate detected",None,
KA55V9984,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55V9984_1763521709826.jpg,KA15V9984,rider_not_wearing_helmet (0.78),,,,Violation detected,Correct Detection,Rider not wearing helemt,None,
KA09HW6686,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HW6686_1763528027412.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet ,Correct,correct detection
KA09HV2228,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HV2228_1763524083105.jpg,KA09HV222,rider_not_wearing_helmet (0.75),pillion_not_wearing_helmet (0.71),,,Violation detected,Incomplete,Both rider and pillion not wearing helmet and number plate is incomplete,None,
KA55E6681,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55E6681_1763523400571.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, Number plate not detected",Ignored,rider not wearing helmet
KA05ES2441,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA05ES2441_1763522035225.jpg,KA05ES2418,,pillion_not_wearing_helmet (0.63),,,Violation detected,Incomplete,Both rider and pillion not wearing helmet ,None,
KA55Y0604,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55Y0604_1763524083041.jpg,,,,,triple_riding (0.62),Violation detected,Wrong,"wrongly detected triple riding,pillion not wearing helmet,number plate not detected",None,
KA15R6053,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA15R6053_1763522097093.jpg,,rider_not_wearing_helmet (0.26),,,,Violation detected,Incomplete,"Rider not wearing helmet, Number plate not detected",None,
KA10L7639,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA10L7639_1763523746801.jpg,KA101L7639,,pillion_not_wearing_helmet (0.59),,,Violation detected,Incomplete,"Rider wearing helmet,pillion not wearing helmet,wrong number plate detected",None,
KA09HJ4660,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HJ4660_1763522389718.jpg,AP03HU6560,rider_not_wearing_helmet (0.78),,,,Violation detected,Incomplete,"Wrong number plate detected, Pillion not wearing helmet",None,
KA09HK6133,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HK6133_1763524083121.jpg,KA09HT613,rider_not_wearing_helmet (0.78),,,,Violation detected,Incomplete,"Incomplete number plate detected, both pillion and rider not wearing helmet",None,
KA02HH8115,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA02HH8115_1763522982224.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet,Correct,Rider wearing helmet
KA09JJ2262,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JJ2262_1763523164050.jpg,KA09JJ2262,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA05S5447,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA05S5447_1763522389719.jpg,KA555ACTA,rider_not_wearing_helmet (0.66),,,,Violation detected,Incomplete,"Wrong number plate detected,rider not wearing helmet",None,
KA55X2475,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55X2475_1763526154614.jpg,KA55X2475,,pillion_not_wearing_helmet (0.64),,,Violation detected,Correct Detection,"Rider wearing helmet, pillion not wearing helmet",None,
KA02KN6400,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA02KN6400_1763522874265.jpg,KA02KN6410,rider_not_wearing_helmet (0.77),,mobile_usage (0.37),,Violation detected,Correct Detection,"Rider not wearing helmet, rider using phone",None,
KA45Y0627,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA45Y0627_1763521377381.jpg,,rider_not_wearing_helmet (0.32),,,,Violation detected,Wrong,"Triple riding , Number plate not detected",None,
KA45Y0627,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA45Y0627_1763521377381.jpg,,,pillion_not_wearing_helmet (0.51),,,Violation detected,Incomplete,"Triple riding, Number plate not detected",None,
KA09EL2200,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EL2200_1763522825688.jpg,KA09EL2200,,pillion_not_wearing_helmet (0.57),,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09JD4767,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JD4767_1763523505969.jpg,KA09JU1767,,pillion_not_wearing_helmet (0.71),,,Violation detected,Incomplete,"Triple riding, rider wearing helmet, both pillions not wearing helmet",None,
KA02JA6404,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA02JA6404_1763525463436.jpg,JA6404,,pillion_not_wearing_helmet (0.57); pillion_not_wearing_helmet (0.16),,,Violation detected,Incomplete,"both rider and pillion not wearing helmet, incomplete number plate detected",None,
KA09HV4723,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HV4723_1763521862863.jpg,KA09H4723,rider_not_wearing_helmet (0.74),pillion_not_wearing_helmet (0.54),,,Violation detected,Incomplete,"incomplete number plate detected, both pillion and rider not wearing helmet",None,
KA09JJ8963,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JJ8963_1763521805944.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Both rider and pillion wearing helmet,Correct,correct detection
KA55Y5693,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55Y5693_1763521196661.jpg,KASSY5693,rider_not_wearing_helmet (0.27),,,,Violation detected,Wrong,"Rider wearing helmet, wrong number plate detected",None,
KA55E3974,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55E3974_1763522982288.jpg,KA553974,rider_not_wearing_helmet (0.53),,,,Violation detected,Incomplete,"incomplete number plate detected, both pillion and rider not wearing helmet",None,
KA55EA7485,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55EA7485_1763527523444.jpg,KA55EA7485,,pillion_not_wearing_helmet (0.43),,,Violation detected,Correct Detection,"Rider wearing helmet, pillion not wearing helmet",None,
KA09JB8994,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JB8994_1763523270767.jpg,KA09JS8294,rider_not_wearing_helmet (0.28),,,,Violation detected,Wrong,"Rider wearing helmet, pillion not wearing helmet",None,
KA10W9991,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA10W9991_1763523991884.jpg,KA10R9991,,pillion_not_wearing_helmet (0.38),,,Violation detected,Correct Detection,"Rider wearing helmet, pillion not wearing helmet",None,
KA55EC4855,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55EC4855_1763524616734.jpg,KASSEIC4805,,pillion_not_wearing_helmet (0.36); pillion_not_wearing_helmet (0.15),,,Violation detected,Wrong,"Wrong number plate detected, both pillion and rider wearing helmet",None,
KA55EB5664,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55EB5664_1763525248921.jpg,KA55E3566Z,rider_not_wearing_helmet (0.54),,,,Violation detected,Incomplete,"Wrong number plate detected, rider not wearing helmet",None,
KA09HA8953,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HA8953_1763521292758.jpg,,rider_not_wearing_helmet (0.44),,,,Violation detected,Incomplete,"Rider not wearing helmet, Number plate not detected",None,
KA09EB7427,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EB7427_1763521923279.jpg,,,pillion_not_wearing_helmet (0.61),,,Violation detected,Incomplete,"Both rider and pillion not wearing helmet,number plate not detected",None,
KA09W6669,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09W6669_1763524231999.jpg,KA09M6665,rider_not_wearing_helmet (0.39),,,,Violation detected,Incomplete,"Wrong number plate detected, rider not wearing helmet",None,
KA09JC5087,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JC5087_1763523746908.jpg,,rider_not_wearing_helmet (0.56),,,,Violation detected,Incomplete,"Number not detected, Both pillion and rider not wearing helmet",None,
KA55K4701,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55K4701_1763522302523.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Both rider and pillion not wearing helmet, Number plate not detected",Ignored,Both rider and pillion not wearing helmet
KA09HY8030,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HY8030_1763524083040.jpg,KA09HY8030,rider_not_wearing_helmet (0.66),pillion_not_wearing_helmet (0.16),,,Violation detected,Correct Detection,Both rider and pillion not wearing helmet,None,
KA13EV0237,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA13EV0237_1763521862849.jpg,KA13EV0237,rider_not_wearing_helmet (0.69),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA41EV4852,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA41EV4852_1763523991885.jpg,KA41EV4852,,pillion_not_wearing_helmet (0.73),,,Violation detected,Correct Detection,"Pillion not wearing helmet, rider wearing helmet",None,
KA09EL9706,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EL9706_1763521114949.jpg,KA09EL970,rider_not_wearing_helmet (0.75),pillion_not_wearing_helmet (0.44),,,Violation detected,Incomplete,"incomplete number plate detected, both pillion and rider not wearing helmet",None,
KA09HC1687,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HC1687_1763522982220.jpg,KA09HC1687,rider_not_wearing_helmet (0.27),,,,Violation detected,Incomplete,Both rider and pillion not wearing helmet,None,
KA09ES7248,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09ES7248_1763525020488.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,rider not wearing helmet
KA05LJ1712,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA05LJ1712_1763524083104.jpg,,rider_not_wearing_helmet (0.39),,,,Violation detected,Incomplete,"Rider not wearing helmet,Number plate not detected",None,
KA09EE5911,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EE5911_1763525248920.jpg,KA09EE591,,,mobile_usage (0.34),,Violation detected,Incomplete,"Incomplete number plate detected, rider wearing helmet",None,
KA45K0604,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA45K0604_1763522389754.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider wearing helmet,pillion not wearing helmet,number plate not detected",Ignored,pillion not wearing helmet
KA55L0412,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55L0412_1763523164178.jpg,KA55L041,rider_not_wearing_helmet (0.65),,,,Violation detected,Incomplete,"Wrong number plate detected,rider not wearing helmet",None,
KA41ED3410,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA41ED3410_1763523400571.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,Rider not wearing helmet
KA09ES1810,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09ES1810_1763524616702.jpg,KA09FS1810,rider_not_wearing_helmet (0.42),,,,Violation detected,Incomplete,"Rider not wwearing helmet,wrong number plate ",None,
KA51AE5827,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA51AE5827_1763524231972.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Pillion not wearing helmet, number plate not detected",Ignored,Pillion not wering helmet
KA09HB1565,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HB1565_1763524381846.jpg,A09HB1565,,pillion_not_wearing_helmet (0.65),,,Violation detected,Incomplete,"Incomplete number plate detected, Pillion not wearing helmet",None,
KA10EC7597,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA10EC7597_1763524381830.jpg,AIDEC7597,rider_not_wearing_helmet (0.36),,,,Violation detected,Incomplete,"Incomplete number plate detected, rider not wearing helmet",None,
KA10EC7597,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA10EC7597_1763524381830.jpg,AIDEC7597,rider_not_wearing_helmet (0.36),,,,Violation detected,Incomplete,"Incomplete number plate detected, rider not wearing helmet",None,
KA09JA9202,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JA9202_1763523164272.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,rider wearing helmet,Correct,Rider wearing helmet
KA20EG5368,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA20EG5368_1763523665722.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,Rider not wearing helmet
KA09HL2153,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HL2153_1763525020542.jpg,KA09HL2153,rider_not_wearing_helmet (0.73),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA12J9984,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA12J9984_1763522982235.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Both rider and pillion not wearing helmet, number plate not detected",Ignored,Both rider and pillion not wearing helmet
KA09EV4473,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EV4473_1763522671686.jpg,KA09EM84,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,"Wrong number plate detected, rider not wearing helmet",None,
KA40H0986,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA40H0986_1763522389768.jpg,KA10K6986,rider_not_wearing_helmet (0.63),,,,Violation detected,Incomplete,"Wrong number plate detected,rider not wearing helmet",None,
KA09HW2146,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HW2146_1763521468491.jpg,KA09HW2146,rider_not_wearing_helmet (0.30),,,,Violation detected,Incomplete,"Rider not wearing helmet, rider using phone",None,
KA09JF8390,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JF8390_1763523164307.jpg,KA09JF9391,,pillion_not_wearing_helmet (0.27),,,Violation detected,Correct Detection,"Rider wearing helmet, pillion not wearing helmet",None,
KA03EV5280,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA03EV5280_1763524231923.jpg,,rider_not_wearing_helmet (0.48),,,,Violation detected,Incomplete,"Rider not wearing helmet, number plate not detected",None,
KA09HW0461,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HW0461_1763523164235.jpg,KA55EE89EZ,rider_not_wearing_helmet (0.23),,,,Violation detected,Incomplete,"wrong number plate detected, both pillion and rider not wearing helmet",None,
KA09JB8168,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JB8168_1763521805996.jpg,KA09J88168,rider_not_wearing_helmet (0.46),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09X3742,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09X3742_1763524083120.jpg,,rider_not_wearing_helmet (0.25),,,,Violation detected,Wrong,"Rider wearing helmet, number plate not detected",None,
KA09HH2538,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09HH2538_1763521862841.jpg,A09HH2538,rider_not_wearing_helmet (0.75),,,,Violation detected,Incomplete,"Triple riding, Incomplete number plate detected",None,
KA25J5151,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA25J5151_1763525951275.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number not detected",Ignored,rider not wearing helmet
KA09EZ4608,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EZ4608_1763522982189.jpg,KA09E24608,rider_not_wearing_helmet (0.66),,,,Violation detected,Incomplete,Both rider and pillion not wearing helmet,None,
KA55J3867,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA55J3867_1763525951326.jpg,KA55J3867,,pillion_not_wearing_helmet (0.36),,,Violation detected,Wrong,"Rider not wearing helmet,there is no pillion ",None,
KA09JA6552,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09JA6552_1763524083106.jpg,KA09JH6552,rider_not_wearing_helmet (0.76),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09EL9193,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EL9193_1763522671428.jpg,KA09JB794,rider_not_wearing_helmet (0.57),,,,Violation detected,Incomplete,"Incomplete number plate, Rider not wearing helmet",None,
KA09EL9193,http://203.201.61.110:7274/violation_images/2025/Nov/19/KA09EL9193_1763522671428.jpg,KAQDEM610,rider_not_wearing_helmet (0.52),,,,Violation detected,Incomplete,"Wrong number plate detected, rider not wearing helmet",None,
